album_id;album_date_released;album_image_file;album_producer;album_title;album_tracks;artist_url;tags
13940;4/22/2013;https://freemusicarchive.org/file/images/albums/Podington_Bear_-_Thoughtful_-_20140411175009855.jpg;;Thoughtful;11;http://freemusicarchive.org/music/Podington_Bear/;[]
13941;;https://freemusicarchive.org/file/images/albums/Podington_Bear_-_Upbeat_-_20140411174444286.jpg;;Upbeat;9;http://freemusicarchive.org/music/Podington_Bear/;[]
13942;;https://freemusicarchive.org/file/images/albums/Podington_Bear_-_Woodwinds_-_20140411175000522.jpg;;Woodwinds;10;http://freemusicarchive.org/music/Podington_Bear/;['bassoon', 'woodwinds', 'flute', 'oboe', 'production music', 'clarinet']
13943;4/04/2013;https://freemusicarchive.org/file/images/albums/Sound_Spread_-_Mass_Merge_-_2013040441233917.jpg;;Mass Merge;5;http://freemusicarchive.org/music/Sound_Spread/;[]
13944;5/31/2011;https://freemusicarchive.org/file/images/albums/The_Antti_Jdertpolm_Quartet_-_Anime_EP_-_2013040450020083.jpg;;Anime EP;7;http://freemusicarchive.org/music/The_Antti_Jdertpolm_Quartet/;[]
13945;4/04/2013;https://freemusicarchive.org/file/images/albums/Sound_Spread_-_Shapes_and_Cycles_-_2013040471144655.jpg;;Shapes and Cycles;10;http://freemusicarchive.org/music/Sound_Spread/;[]
13946;;https://freemusicarchive.org/file/images/albums/Ergo_Phizmiz_-_GARGANTUA_An_Excessive_Entertainment_-_REMIXES_-_2013040465824751.jpg;;GARGANTUA: An Excessive Entertainment - REMIXES;9;http://freemusicarchive.org/music/Ergo_Phizmiz/;[]
13947;12/14/2010;https://freemusicarchive.org/file/images/albums/Pavillon36_Recordings_-_501_An_Electronic_Swindle_-_2013040475055708.jpg;;[50+1] An Electronic Swindle;36;http://freemusicarchive.org/music/Pavillon36_Recordings/;[]
13948;;https://freemusicarchive.org/file/images/albums/The_Travelling_Mongoose_-_Field-Recordings_from_GARGANTUA_tour_-_2013040475447370.jpg;;Field-Recordings from GARGANTUA tour;12;http://freemusicarchive.org/music/The_Travelling_Mongoose/;[]
13950;4/04/2013;https://freemusicarchive.org/file/images/albums/Gel_Set_-_Live_on_WFMUs_Liz_Berg_Show_-_April_1_2013_-_20130404131304364.jpg;Liz Berg;Live on WFMU's Liz Berg Show - April 1, 2013;6;http://freemusicarchive.org/music/Gel_Set/;[]
13951;;https://freemusicarchive.org/file/images/albums/Lee_Maddeford_-_Song_Singles_1_-_20130404154527155.jpg;;Song Singles 1;17;http://freemusicarchive.org/music/Lee_Maddeford/;[]
13952;4/02/2013;https://freemusicarchive.org/file/images/albums/Lonnie_Holley_-_Live_on_WFMU_with_DJ_Trouble_April_2013_-_20130412143305810.jpg;Trouble;Live on The Modern World with DJ Trouble - April 2013;21;http://freemusicarchive.org/music/Lonnie_Holley/;[]
13954;4/03/2013;https://freemusicarchive.org/file/images/albums/Jenny_O_-_Live_on_WFMU_with_Irwin_-_April_3_2013_-_20130404164147315.jpg;Irwin Chusid;Live on WFMU with Irwin - April 3, 2013;9;http://freemusicarchive.org/music/Jenny_O_1993/;[]
13955;;https://freemusicarchive.org/file/images/albums/Oso_El_Roto_-_Mono_Frito_-_20130404170424523.jpg;;Mono Frito;10;http://freemusicarchive.org/music/Oso_El_Roto/;[]
13956;4/03/2013;https://freemusicarchive.org/file/images/albums/Linden_Killam_-_Five_Dollar_Medicine_-_20130405121035756.jpg;;Five Dollar Medicine;7;http://freemusicarchive.org/music/Linden_Killam/;[]
13958;4/04/2013;https://freemusicarchive.org/file/images/albums/Movrothi_Kontanis_-_Mild_Mannered_Rebel_-_Live_on_WFMUs_Transpacific_Sound_Paradise_with_Rob_Weisberg_-_March_30_2013_-_20130404174905534.jpg;Rob Weisberg;Live on WFMU's Transpacific Sound Paradise with Rob Weisberg - March 30, 2013;4;http://freemusicarchive.org/music/Movrothi_Kontanis_-_Mild_Mannered_Rebel/;[]
13959;4/05/2013;https://freemusicarchive.org/file/images/albums/Jared_C_Balogh_-_Detaching_Realities_Vol3_-_20130404192828806.jpg;Jared C. Balogh;Detaching Realities Vol.3;11;http://freemusicarchive.org/music/Balogh/;[]
13960;;https://freemusicarchive.org/file/images/albums/Podington_Bear_-_Curious_-_20140411174810510.jpg;;Curious;34;http://freemusicarchive.org/music/Podington_Bear/;[]
13961;4/05/2013;https://freemusicarchive.org/file/images/albums/Jaan_Patterson_-_Minute_Made_IEAAP_-_20130406204430023.jpg;;Minute Mad[e];40;http://freemusicarchive.org/music/Jaan_Patterson/;['jaan patterson']
13962;10/15/2012;https://freemusicarchive.org/file/images/albums/Pavillon36_Recordings_-_Circuits_Imprims_vol_01_-_2013040584141641.jpg;;Circuits Imprimés vol. 01;12;http://freemusicarchive.org/music/Pavillon36_Recordings/;[]
13964;4/12/2013;https://freemusicarchive.org/file/images/albums/Revitalize_Music_Contest_-_Revitalize_Music_Contest_-_20130413164955708.png;;Revitalize Music Contest;36;http://freemusicarchive.org/music/Revitalize_Music_Contest/;[]
13965;12/31/2002;https://freemusicarchive.org/file/images/albums/jonas_the_plugexpert_-_2002_Selection_-_20130405201056858.jpg;;2002 Selection.;12;http://freemusicarchive.org/music/jonas_the_plugexpert/;[]
13966;12/31/2001;https://freemusicarchive.org/file/images/albums/jonas_the_plugexpert_-_2001_Selection_-_20130405220139345.jpg;;2001 Selection.;60;http://freemusicarchive.org/music/jonas_the_plugexpert/;['beats', 'drums', 'syncopation', 'netherlands', 'breakcore', 'c64', 'holland', 'drillnbass', 'amiga 500', 'bass', 'breakbeat', 'tracker music', 'renoise', 'chiptune', 'glitch', 'braindance', 'electronica', 'idm']
13967;4/06/2013;https://freemusicarchive.org/file/images/albums/Anthony_Donovan_-_Elements_001-012_-_20130405205720101.jpg;;Elements 001-012;12;http://freemusicarchive.org/music/Anthony_Donovan/;['murmurists', 'experimental']
13968;12/09/2012;https://freemusicarchive.org/file/images/albums/BOPD_-_Mann_ist_Mann_-_20130405220510310.jpg;;Mann ist Mann;1;http://freemusicarchive.org/music/BOPD/;[]
13969;12/31/1995;https://freemusicarchive.org/file/images/albums/Richard_Jonas_-_94-95_Protracker_Selection_-_2013040640452488.jpg;;94'-95' Protracker Selection.;15;http://freemusicarchive.org/music/Richard_Jonas/;['wicked', '1995', '1994', 'gabber', 'tracker music', 'drumnbass', 'drill bass', 'house', 'breakcore', 'rough', 'protracker', 'drum bass', 'drillnbass', 'rave', 'gabba', '8 Bit', 'amiga 500', 'drum and bass', 'drill and bass', 'jungle']
13970;12/28/2011;https://freemusicarchive.org/file/images/albums/jonas_the_plugexpert_-_Dertien_-_2013040642817626.jpg;;Dertien;13;http://freemusicarchive.org/music/jonas_the_plugexpert/;['netherlands', 'renoise', 'beats', 'chiptune', 'braindance', 'fasttracker', 'bass', 'triphop', 'glitch', 'electronica', 'holland', 'tracker music', 'breaks', 'hiphop', 'breakbeat', 'idm']
13971;6/13/2011;https://freemusicarchive.org/file/images/albums/jonas_the_plugexpert_-_Masker_I_-_2013040644316160.jpg;;Masker I;11;http://freemusicarchive.org/music/jonas_the_plugexpert/;[]
13972;11/23/2012;https://freemusicarchive.org/file/images/albums/Taigerbery_-_Celebrate_-_2013040645231493.jpg;;Celebrate;1;http://freemusicarchive.org/music/Taigerbery/;['indie-pop', 'indie-rock', 'southern citys lab', 'russia', 'post-punk', 'netlabel', 'alternative pop']
13973;6/13/2011;https://freemusicarchive.org/file/images/albums/jonas_the_plugexpert_-_Masker_II_-_2013040650829142.jpg;;Masker II;24;http://freemusicarchive.org/music/jonas_the_plugexpert/;[]
13974;;https://freemusicarchive.org/file/images/albums/Taigerbery_-_Believe_-_2013040645739590.jpg;;Believe;1;http://freemusicarchive.org/music/Taigerbery/;['southern citys lab', 'netlabel', 'russia', 'post-punk', 'alternative rock']
13975;2/05/2013;https://freemusicarchive.org/file/images/albums/Taigerbery_-_Queen_-_2013040650320594.jpg;;Queen;1;http://freemusicarchive.org/music/Taigerbery/;['southern citys lab', 'russia', 'netlabel', 'alternative rock', 'alternative pop', 'indie-pop', 'post-punk', 'indie-rock']
13976;6/13/2011;https://freemusicarchive.org/file/images/albums/Richard_Jonas_-_Masker_III_-_2013040654243124.jpg;;Masker III;18;http://freemusicarchive.org/music/Richard_Jonas/;[]
13977;7/06/2008;https://freemusicarchive.org/file/images/albums/Richard_Jonas_-_Stekkerspel_-_2013040655444419.jpg;;Stekkerspel;9;http://freemusicarchive.org/music/Richard_Jonas/;[]
13978;6/07/2010;https://freemusicarchive.org/file/images/albums/jonas_the_plugexpert_-_Ondervlak_-_2013040662044298.jpg;;Ondervlak;24;http://freemusicarchive.org/music/jonas_the_plugexpert/;[]
13980;2/12/2012;https://freemusicarchive.org/file/images/albums/Jonas_-_Pindarotsjes_-_2013040664739515.jpg;;Pindarotsjes;19;http://freemusicarchive.org/music/Jonas/;[]
13981;1/02/2013;https://freemusicarchive.org/file/images/albums/Pavillon36_Recordings_-_Circuits_Imprims_vol_02_-_2013040670412614.jpg;;Circuits Imprimés vol. 02;25;http://freemusicarchive.org/music/Pavillon36_Recordings/;[]
13982;12/19/2011;https://freemusicarchive.org/file/images/albums/jonas_the_plugexpert_-_Segment_I_-_2013040665901096.jpg;;Segment I;7;http://freemusicarchive.org/music/jonas_the_plugexpert/;[]
13983;4/07/2013;https://freemusicarchive.org/file/images/albums/Janne_Nummela_-_Kosmoskalevala_-_20130406182954698.png;;Kosmoskalevala;26;http://freemusicarchive.org/music/Janne_Nummela/;[]
13984;4/23/2009;https://freemusicarchive.org/file/images/albums/krackatoa_-_Napoleonic_Wars_-_2013040723040297.jpg;Andre Owen;Napoleonic Wars;2;http://freemusicarchive.org/music/krackatoa/;['battlefield', 'battle', 'krackatoa', 'andre owen', 'film', 'electronic', 'napolean', 'dance', 'war', 'soundtrack', 'epic']
13985;4/07/2013;https://freemusicarchive.org/file/images/albums/romn_ramn_-_nombrada_pt1_en_desuso_-_20130407201457635.jpg;;nombradía pt1: en desuso;6;http://freemusicarchive.org/music/romn_ramn/;[]
13986;4/07/2013;https://freemusicarchive.org/file/images/albums/enclosure_-_fifth_of_3_-_20130407224150604.jpg;;fifth of 3;14;http://freemusicarchive.org/music/enclosure/;[]
13987;4/08/2013;https://freemusicarchive.org/file/images/albums/Slackwaves_-_Duets_-_2013040884557138.jpg;Chris Andrews;Duets;3;http://freemusicarchive.org/music/Slackwave/;[]
13988;4/08/2013;https://freemusicarchive.org/file/images/albums/Vladimr_Hirsch_-_Epidemic_Mind_-_20130408135937832.jpg;;Epidemic Mind;6;http://freemusicarchive.org/music/Vladimr_Hirsch/;['vladimir hirsch', 'kenji siratori', 'sound art', 'contemporary classical', 'industrial', 'integrated music', 'electroacoustic', 'experimental', 'avant-garde']
13989;1/16/2013;https://freemusicarchive.org/file/images/albums/Blanche_Blanche_Blanche_-_Scam_bw_Press_Dumps_-_20130408162957910.jpg;;Scam b/w Press Dumps;2;http://freemusicarchive.org/music/Blanche_Blanche_Blanche/;[]
13991;;https://freemusicarchive.org/file/images/albums/Salakapakka_Sound_System_-_Salakapakka_Sound_System_-_Subconscious_rollercoaster_-_2013040961026925.jpg;;Subconscious rollercoaster;2;http://freemusicarchive.org/music/Salakapakka_Sound_System/;[]
13992;;https://freemusicarchive.org/file/images/albums/Elvis_Herod_-_Elvis_Herods_Pork_Belly_Rumble_-_2013040981717994.jpg;;Elvis Herod's Pork Belly Rumble;5;http://freemusicarchive.org/music/Elvis_Herod/;[]
13993;4/09/2013;https://freemusicarchive.org/file/images/albums/Bruce_Hart_-_Songs_for_Music_-_20130409102450553.png;;Songs for Music;12;http://freemusicarchive.org/music/Bruce_Hart/;[]
13994;4/09/2013;https://freemusicarchive.org/file/images/albums/Glass_Boy_-_Jenkins_-_20130409121736272.png;;Jenkins;10;http://freemusicarchive.org/music/Glass_Boy/;[]
13997;2/10/2013;https://freemusicarchive.org/file/images/albums/Pavillon36_Recordings_-_Circuits_Imprims_vol_03_-_20130409131958534.jpg;;Circuits Imprimés vol. 03;22;http://freemusicarchive.org/music/Pavillon36_Recordings/;[]
13998;1/26/1985;https://freemusicarchive.org/file/images/albums/Throwing_Muses_-_Live_on_Noise_from_Neville_1985_-_20130410115453468.jpg;Neville Bedford;Live on Noise from Neville 1985;8;http://freemusicarchive.org/music/Throwing_Muses/;[]
13999;5/11/2011;https://freemusicarchive.org/file/images/albums/dUASsEMIcOLCHEIASiNVERTIDAS_-_SADITREVNiSAIEHCLOcIMEsSAUd_-_20130409191317530.jpg;;SADITREVNiSAIEHCLOcIMEsSAUd;5;http://freemusicarchive.org/music/dUASsEMIcOLCHEIASiNVERTIDAS/;[]
140;1/08/2009;https://freemusicarchive.org/file/images/albums/Celesteville_-_Sing_Like_Birds_-_2009113012110116.jpg;;Sing Like Birds;12;http://freemusicarchive.org/music/Celesteville/;[]
14001;3/29/2013;https://freemusicarchive.org/file/images/albums/netBloc_Artists_-_netBloc_Vol_42_Life_The_Universe__Everything_-_20130410141922546.jpg;;netBloc Vol. 42: Life, The Universe & Everything;11;http://freemusicarchive.org/music/netBloc_Artists/;[]
14002;4/10/2013;https://freemusicarchive.org/file/images/albums/Ashley_Paul_-_Live_on_WFMUs_The_Long_Rally_with_Scott_McDowell_-_20130410145309941.jpg;Scott McDowell;Live on WFMU's The Long Rally with Scott McDowell;5;http://freemusicarchive.org/music/Ashley_Paul/;[]
14003;4/02/2013;https://freemusicarchive.org/file/images/albums/The_Impossebulls_-_AmeriKan_Idle_BW_Shadow_of_Thought_-_20130410150223393.jpg;;AmeriKan Idle B/W Shadow of Thought;7;http://freemusicarchive.org/music/The_Impossebulls/;['chuck d']
14004;4/10/2013;https://freemusicarchive.org/file/images/albums/Thee_Open_Sex_-_Live_on_WFMUs_Airborne_Event_-_April_1_2013_-_20130410154247906.jpg;Dan Bodah;Live on WFMU's Airborne Event - April 1, 2013;4;http://freemusicarchive.org/music/Thee_Open_Sex/;[]
14005;4/10/2013;https://freemusicarchive.org/file/images/albums/Allah-Las_-_Live_on_WFMUs_Three_Chord_Monte_with_Joe_Belock_-_April_9_2013_-_20130410163153128.jpg;Joe Belock;Live on WFMU's Three Chord Monte with Joe Belock - April 9, 2013;6;http://freemusicarchive.org/music/Allah-Las/;[]
14006;4/11/2013;https://freemusicarchive.org/file/images/albums/Jorg_-_Escrec36_-_2013041131913781.jpg;;Esc.rec.36;16;http://freemusicarchive.org/music/Jorg/;[]
14008;;https://freemusicarchive.org/file/images/albums/Robin_Grey_-_The_Nearest_Door_-_2013041170819113.jpg;;The Nearest Door;3;http://freemusicarchive.org/music/Robin_Grey/;[]
14009;;https://freemusicarchive.org/file/images/albums/Robin_Grey_-_Strangers_With_Shoes_-_2013041173738990.jpg;;Strangers With Shoes;1;http://freemusicarchive.org/music/Robin_Grey/;[]
14010;;https://freemusicarchive.org/file/images/albums/Robin_Grey_-_Instrumentals_-_2013041174709151.jpg;;Instrumentals;3;http://freemusicarchive.org/music/Robin_Grey/;[]
14012;;https://freemusicarchive.org/file/images/albums/Roach_Davis_And_The_Fleas_-_Navigator_-_20130411145454101.jpg;;Navigator;5;http://freemusicarchive.org/music/Roach_Davis_And_The_Fleas/;[]
14013;4/03/2013;https://freemusicarchive.org/file/images/albums/Container_-_Live_on_WFMUs_Distort_Jersey_City_with_Deed_Runlea_-_April_3_2013_-_20130501175757297.jpg;Reed Dunlea;Live on WFMU's Distort Jersey City with Deed Runlea - April 3, 2013;7;http://freemusicarchive.org/music/Container/;[]
14015;2/25/2013;https://freemusicarchive.org/file/images/albums/Robyn_Hitchcock_-_Live_on_WFMU_with_Irene_Trudel_-_February_25_2013_-_20130413172634969.jpg;Irene Trudel;Live on WFMU with Irene Trudel - February 25, 2013;3;http://freemusicarchive.org/music/Robyn_Hitchcock/;[]
14016;3/25/2013;https://freemusicarchive.org/file/images/albums/A_Hawk_and_a_Hacksaw_-_Live_at_WFMU_with_Irene_Trudel_-_March_25_2013_-_20130502174449299.jpg;Irene Trudel;Live at WFMU with Irene Trudel - March 25, 2013;4;http://freemusicarchive.org/music/A_Hawk_and_a_Hacksaw/;[]
14017;4/11/2013;https://freemusicarchive.org/file/images/albums/Candlegravity_-_Junpei_-_20130411232528573.jpeg;;Junpei;8;http://freemusicarchive.org/music/Candlegravity/;['downtempo', 'ambient', 'acoustic electronic', 'electronic']
14018;4/01/2013;https://freemusicarchive.org/file/images/albums/Nebulo_-_Redkosh_-_2013041241946967.jpg;;Redkosh;6;http://freemusicarchive.org/music/Nebulo/;[]
14019;4/10/2013;https://freemusicarchive.org/file/images/albums/Herbata_-_World_Today_-_2013041293038130.jpg;;World Today;4;http://freemusicarchive.org/music/Herbata/;[]
14020;4/12/2013;https://freemusicarchive.org/file/images/albums/Jaan_Patterson__Anthony_Donovan_-_Die_Nachbarn_-_20130412112907366.jpg;;Die Nachbarn;1;http://freemusicarchive.org/music/Jaan_Patterson__Anthony_Donovan/;['jaan patterson anthony donovan', 'anthony donovan', 'jaan patterson']
14022;;https://freemusicarchive.org/file/images/albums/THF_Drenching_-_Punishing_Moral_Code_EP_-_20130412184108111.jpg;;Punishing Moral Code EP;6;http://freemusicarchive.org/music/THF_Drenching/;[]
14023;4/13/2013;https://freemusicarchive.org/file/images/albums/Jaan_Patterson_-_Ergo_Protagonist_-_20130412213155921.jpg;Jaan Patterson;Ergo Protagonist;1;http://freemusicarchive.org/music/Jaan_Patterson/;['zaro ostrich lunch', 'jaan patterson']
14025;5/03/2011;https://freemusicarchive.org/file/images/albums/Litmus_-_Perception_Of_Light_-_2013041393933846.jpg;;Perception Of Light;12;http://freemusicarchive.org/music/Litmus/;[]
14026;4/23/2011;https://freemusicarchive.org/file/images/albums/Varia_-_Magic__Omega_-_2013041394706233.jpg;;Magic + Omega;9;http://freemusicarchive.org/music/Varia/;[]
14028;10/13/2012;https://freemusicarchive.org/file/images/albums/Inside_the_Mind_-_Degeneration_-_2013041431628135.jpg;;Degeneration;9;http://freemusicarchive.org/music/Inside_the_Mind/;[]
14030;12/15/2012;https://freemusicarchive.org/file/images/albums/Inside_the_Mind_-_SPLT_-_2013041433729451.jpg;;SPLT;13;http://freemusicarchive.org/music/Inside_the_Mind_and_Riverhorse/;[]
14031;4/14/2013;https://freemusicarchive.org/file/images/albums/Illocanblo_-_Lightframe_Loretta_-_20130414150845937.jpg;;Lightframe Loretta;14;http://freemusicarchive.org/music/Illocanblo/;['experimental electronica', 'dub techno', 'illocanblo', 'electro', 'idm', 'sobrio', 'techno', 'section 27', 'downtempo', 'glitch']
14032;8/25/2012;https://freemusicarchive.org/file/images/albums/CHERNOBYL_-_INEVITABLE_WAR_-_20130414161428437.jpg;;INEVITABLE WAR;11;http://freemusicarchive.org/music/CHERNOBYL/;[]
14038;4/16/2013;https://freemusicarchive.org/file/images/albums/krackatoa_-_Long_White_Cloud_-_2013041632116256.jpg;Andre Owen;Long White Cloud;0;http://freemusicarchive.org/music/krackatoa/;['nz', 'new zealand', 'auckland', 'krackatoa', 'andre owen', 'karma', 'long white cloud', 'evil', 'bad', 'brooding', 'ominous', 'timelapse', 'weather', 'clouds', 'atmospheric', 'background']
14039;4/12/2013;https://freemusicarchive.org/file/images/albums/Keijo_-_WHNZ57WAMAWA_-_2013041662521945.jpg;;WHNZ:57:WAMAWA;7;http://freemusicarchive.org/music/Keijo/;[]
14040;4/15/2013;https://freemusicarchive.org/file/images/albums/Pornophonik_-_Archives_2_-_2013041692059824.jpg;;Archives 2;25;http://freemusicarchive.org/music/Pornophonik/;[]
14041;4/16/2013;https://freemusicarchive.org/file/images/albums/The_Impossebulls_-_Made_by_History_Decade_One_2000-2010_-_20130416101946223.jpg;;Made by History (Decade One: 2000-2010);11;http://freemusicarchive.org/music/The_Impossebulls/;[]
14042;4/15/2011;https://freemusicarchive.org/file/images/albums/AVOIDANT_-_Birth_In_Carpathia_-_20130416102315742.jpg;;Birth In Carpathia;5;http://freemusicarchive.org/music/AVOIDANT/;[]
14044;3/01/2013;https://freemusicarchive.org/file/images/albums/If_Bwana_-_Red_One_-_20130416113908599.jpg;;Red One;5;http://freemusicarchive.org/music/If_Bwana/;[]
14045;3/05/2013;https://freemusicarchive.org/file/images/albums/Brian_Chase_-_Drums__Drones_-_2013061490305477.jpg;;Drums & Drones;1;http://freemusicarchive.org/music/Brian_Chase/;['phill niblock', 'drones', 'acousticelectronicexperimental', 'brian chase']
14046;3/01/2013;https://freemusicarchive.org/file/images/albums/Lou_Cohen_-_Music_-_20130416114808681.jpg;;Music;2;http://freemusicarchive.org/music/Lou_Cohen/;[]
14050;;https://freemusicarchive.org/file/images/albums/Jahzzar_-_Sketches_-_20130417105215677.jpg;;Sketches;15;http://freemusicarchive.org/music/Jahzzar/;['downtemp', 'ambient', 'rnb', 'nu soul', 'betterwithmusic', 'beats', 'tracks to sync']
14051;3/13/2013;https://freemusicarchive.org/file/images/albums/Foot_Village_-_Make_Memories_-_20130417135552746.jpg;;Make Memories;1;http://freemusicarchive.org/music/Foot_Village/;[]
14054;4/14/2011;https://freemusicarchive.org/file/images/albums/Spuntic_-_Between_Green_-_2013041880618199.jpg;;Between Green;10;http://freemusicarchive.org/music/Spuntic/;[]
14055;4/01/2011;https://freemusicarchive.org/file/images/albums/Daizy_-_The_Daizy_Factory_-_2013041881242937.jpg;;The Daizy Factory;12;http://freemusicarchive.org/music/Daizy/;[]
14056;2/26/2013;https://freemusicarchive.org/file/images/albums/Ugly_Parts_-_Live_on_WFMUs_Distort_Jersey_City_with_Deed_Runlea_-_April_17_2013_-_20130418125339612.jpg;Deed Runlea;Live on WFMU's Distort Jersey City with Deed Runlea - April 17, 2013;9;http://freemusicarchive.org/music/Ugly_Parts/;[]
14057;4/05/2013;https://freemusicarchive.org/file/images/albums/The_Fucked_Up_Beat_-_Fields_of_Ohio_-_20130418130834768.jpg;Eddie Palmer;Fields of Ohio;10;http://freemusicarchive.org/music/Fields_of_Ohio/;[]
14058;3/21/2013;https://freemusicarchive.org/file/images/albums/Mice_Parade_-_Live_on_WFMUs_100_Whatever_with_Mary_Wing_-_March_21_2013_-_20130510182354412.jpg;Mary Wing;Live on WFMU's 100% Whatever with Mary Wing - March 21, 2013;7;http://freemusicarchive.org/music/Mice_Parade/;[]
14059;4/10/2013;https://freemusicarchive.org/file/images/albums/Pharmakon_-_Live_on_WFMUs_Distort_Jersey_City_with_Deed_Runlea_-_April_10_2013_-_20130507132040356.jpg;;Live on WFMU's Distort Jersey City with Deed Runlea - April 10, 2013;2;http://freemusicarchive.org/music/Pharmakon/;[]
14060;3/20/2013;https://freemusicarchive.org/file/images/albums/Plates_Of_Cake_-_Live_on_WFMUs_The_Long_Rally_with_Scott_McDowell_-_March_22_2013_-_20130429163726688.jpg;Scott McDowell;Live on WFMU's The Long Rally with Scott McDowell - March 22, 2013;14;http://freemusicarchive.org/music/Plates_Of_Cake/;[]
14061;4/18/2013;https://freemusicarchive.org/file/images/albums/krackatoa_-_Dining_On_Backs_of_the_Brave_-_20130418215945727.jpg;;Dining On Backs of the Brave;20;http://freemusicarchive.org/music/krackatoa/;['tarantino', 'quentin tarantino', 'drew brophy', 'big surf', 'waves', 'surfer', 'surf', 'music for video', 'music for film', 'funeral', 'alone', 'nature', 'dessert', 'wasteland', 'decay', 'roadtrip', 'alternative', 'uplifting', 'pentatonic', 'upbeat', 'india', 'melancholic', 'melancholy', 'downbeat', 'blank dna', 'opus delorean', 'handguns in heaven', 'ascent of sham', 'opotiki', 'acoustic electronic', 'dirty guitar', 'ballad', '2013', 'auckland', 'kiwi', 'atmospheric', 'minimalism', 'electro-orchestral', 'andre owen', 'ennio', 'bankers', 'electronica', 'instrumental', 'new zealand', 'guitar', 'melodic', 'krackatoa', 'soundtrack', 'film', 'background']
14063;4/19/2013;https://freemusicarchive.org/file/images/albums/-_-_EPV_127_Fuga_-_2013041972629976.png;;[EPV_127] Fuga;12;http://freemusicarchive.org/music/-/;['experimental', 'creativecommons', 'freedownload', 'japan', 'drone', 'noise', 'elementperspective']
14066;1/11/2013;https://freemusicarchive.org/file/images/albums/Vi-Fi_-_Before_and_After_Calm_-_2013042041840909.jpg;;Before and After Calm;2;http://freemusicarchive.org/music/Radio_Monks_AM/;[]
14067;2/08/2013;https://freemusicarchive.org/file/images/albums/Vi-Fi_-_Second_Side_from_UNDEFINED_Album_-_2013042042710734.jpg;;Second Side from UNDEFINED Album;6;http://freemusicarchive.org/music/Radio_Monks_AM/;[]
14070;8/29/2012;https://freemusicarchive.org/file/images/albums/2013042050957385.jpg;;Навсегда;15;http://freemusicarchive.org/music/_________/;[]
14071;9/16/2012;https://freemusicarchive.org/file/images/albums/TheBest_-_2013042055635638.jpg;;TheBest;12;http://freemusicarchive.org/music/_________/;[]
14072;11/04/2012;https://freemusicarchive.org/file/images/albums/WHWY_-_Help_ME_-_2013042061528413.jpg;;Help ME;2;http://freemusicarchive.org/music/WHWY/;[]
14073;11/10/2012;https://freemusicarchive.org/file/images/albums/WHWY_-_I_Spoiled_-_2013042062052422.jpg;;I Spoiled;4;http://freemusicarchive.org/music/WHWY/;[]
14075;12/26/2012;https://freemusicarchive.org/file/images/albums/WHWY_-_Eat_My_Heart_Remastered_-_2013042063056229.jpg;;Eat My Heart Remastered;5;http://freemusicarchive.org/music/WHWY/;[]
14076;10/13/2012;https://freemusicarchive.org/file/images/albums/Crazy_Al_-__-_2013042071859115.jpg;;Слеза;16;http://freemusicarchive.org/music/Crazy_Al/;[]
14077;;https://freemusicarchive.org/file/images/albums/Olneyville_Sound_System_-_Live_at_AS220_1-29-2011_-_20130420171802740.jpg;;Live at AS220, 1-29-2011;7;http://freemusicarchive.org/music/Olneyville_Sound_System/;[]
14078;10/14/2012;https://freemusicarchive.org/file/images/albums/We_Are_All_Alone_-_Sounds_Of_March_EP_-_2013042140043615.jpg;;Sounds Of March EP;5;http://freemusicarchive.org/music/We_Are_All_Alone/;[]
14079;10/16/2012;https://freemusicarchive.org/file/images/albums/We_Are_All_Alone_-_Funeral_For_A_Optimism_-_2013042141416253.jpg;;Funeral For A Optimism;2;http://freemusicarchive.org/music/We_Are_All_Alone/;[]
14080;12/26/2003;https://freemusicarchive.org/file/images/albums/Various_Artists_Enough_Records_-_Retork_-_2013042142133411.png;;Retork;14;http://freemusicarchive.org/music/Various_Artists_Enough_Records/;[]
14081;10/17/2012;https://freemusicarchive.org/file/images/albums/We_Are_All_Alone_-_Sounds_Of_April_EP_-_2013042142452707.jpg;;Sounds Of April EP;5;http://freemusicarchive.org/music/We_Are_All_Alone/;[]
14082;10/20/2012;https://freemusicarchive.org/file/images/albums/We_Are_All_Alone_-_XI_-_2013042143508272.jpg;;XI;3;http://freemusicarchive.org/music/We_Are_All_Alone/;[]
14084;10/20/2012;https://freemusicarchive.org/file/images/albums/WHWY_-_I_I_I_I_I_I_I_I_I_I_I_-_2013042144626535.jpg;;I I I I I I I I I I I;1;http://freemusicarchive.org/music/We_Are_All_Alone/;[]
14085;11/11/2012;https://freemusicarchive.org/file/images/albums/We_Are_All_Alone_-_And_It_Feels_Like_The_End_-_2013042150903092.jpg;;And It Feels Like The End;13;http://freemusicarchive.org/music/We_Are_All_Alone/;[]
14086;4/18/2013;https://freemusicarchive.org/file/images/albums/Olneyville_Sound_System_-_Live_at_WFMU_on_Talks_Cheap_Apr_18th_2013_-_20130421164303824.jpg;Jason Sigal;Live at WFMU on Talk's Cheap, Apr 18th 2013;9;http://freemusicarchive.org/music/Olneyville_Sound_System/;[]
14087;4/21/2013;https://freemusicarchive.org/file/images/albums/Anitek_-_Lily_-_20130421163935742.jpg;Anitek;Lily;60;http://freemusicarchive.org/music/Anitek/;[]
